,Created_At,Tweets
122,2021-11-08 08:42:56+00:00,"@ShopeOnTwitt @shopeefood_id Oke baiklah, aku coba email dulu sih nih, masih nunggu antrian tiket wkwk"
123,2021-11-08 08:42:13+00:00,@pandawlndr21 @shopeefood_id Harus ke SDC kakak
124,2021-11-08 08:41:42+00:00,"biasanya aku beli sayur matang 2k-3k itu bisa 2 kali makan terus lauk juga gorengan 2k dapat 3 tambah krupuk juga bisa, yg penting hindari lauk ayam. kalau pun mau beli ayam ga sering juga. terus pantengin promo shopeefood kadang bisa sampe under 5k https://t.co/nvr3bUWDa9"
125,2021-11-08 08:39:01+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/uFy3ePXHZD
126,2021-11-08 08:37:43+00:00,@mxzumono Wkwkwkk ak jg suka dimsumnya dan pake shopeefood murah nak 🤣🤣🤣 jadi pesen semua menuuu gpp wkwkw
127,2021-11-08 08:37:39+00:00,BANG SHOPEEFOOD AYO CEPETAN SAMPE KE RUMSH ELLAAA LAPER ###
128,2021-11-08 08:33:51+00:00,@pandawlndr21 @shopeefood_id Untuk driver atau apa kak?
129,2021-11-08 08:25:55+00:00,semenjak beli makan di shopeefood jd cashless bngt
130,2021-11-08 08:24:12+00:00,"@shopeefood_id @ShopeOnTwitt serius nanya, kalo mau ganti rekening, udh bisa dilakukan secara mandiri, atau harus hubungi pihak terkait? Mohon pencerahannya 😊🙏"
131,2021-11-08 08:21:44+00:00,"@jaeminiekyuu Banyak banget🥲, kalo aku dipake untuk shopeefood, lumayan lah😁"
132,2021-11-08 08:19:54+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/IyvwCL6z81 https://t.co/J41IbVRTXP
133,2021-11-08 08:12:52+00:00,"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#BTS https://t.co/z7u5EIRrSX"
134,2021-11-08 07:59:29+00:00,"Shopee food😍 
akhir² ini lagi suka order makanan sama minuman di shopee food, kayanya seru kalo dijadiin thread twitter😆
.
@ShopeeID @shopeefood_id
.
A thread"
135,2021-11-08 07:59:00+00:00,@bucynjeykey1 Ada voucher juga ga sih shopeefood?
136,2021-11-08 07:47:55+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/rsYLl6BopR https://t.co/F7AnGotl90
137,2021-11-08 07:46:47+00:00,"shopeefood kat @ShopeeMY tengah ada promo rm11 untuk rm25 ke atas (+free delivery), berbaloi2 😃 https://t.co/3z39Wu72XN"
138,2021-11-08 07:45:12+00:00,Akhirnya di lpg ada shopeefood👍🏻
139,2021-11-08 07:43:55+00:00,"@letjnac seriusss anjirr:(((( akuuu lek order gacoan ndek shopeefood biasane pas nang omah e koncoku, soale lebih cidek:( hee geleemm massss wkwk, tapii gratis kann???🤣"
140,2021-11-08 07:41:19+00:00,YaAllah br tau enakny shopeefood 🤣🤣
141,2021-11-08 07:41:05+00:00,"yuk slot masih banyak
Makan Gratis Bareng Teman di ShopeeFood https://t.co/s46eLGTeTj https://t.co/XMvhhTGPDt"
142,2021-11-08 07:39:37+00:00,"@DianOnno @crezative @gofoodindonesia Iya teh. Grab/Gojek motong driver 20% dari ongkirnya. Saat ini di beberapa daerah ongkos terendah ada di Gojek 6400, Grab 7200, Shopeefood 8000. Ongkos yang kusebut sudah ongkos bersih yang diterima driver."
143,2021-11-08 07:36:57+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/5Gntz7AgLo
144,2021-11-08 07:34:57+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/BaHSadAwXR https://t.co/w9tTDjc7P1
145,2021-11-08 07:31:20+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/2TttoJmK7x
